indicator,Seafood Dealers & Vessels Fishing,Vessels Fishing
units,Dealers,Vessels
extent,Seafood Dealers,Vessels Fishing
2003,621,5438
2004,570,4761
2005,473,3990
2006,430,3544
2007,425,3458
2008,377,2987
2009,417,3150
2010,468,3099
2011,503,4101
2012,516,4107
2013,481,3188
2014,447,3849
2015,505,3416
2016,478,3251
